sample,Beat count per min,ACTA1,ACTA2,ACTB,ACTC1,ACTG1,AKR1B1,ALDOA,ANKRD1,APOE,ATP5F1B,ATP5ME,ATP5MF,ATP5MK,ATP6,ATP6V0C,ATP8,B2M,BGN,BSG,BTF3,CALR,CD59,CD63,CDKN1A,CFL1,CHCHD10,CLU,COL1A1,COL1A2,COL3A1,COL6A1,COL6A2,COX1,COX2,COX3,COX4I1,COX6B1,COX7B,COX7C,COX8A,CRYAB,CSRP3,CST3,CTSB,CXCL12,CYB5R1,CYTB,DCN,EEF1A1,EEF1G,EEF2,EIF1,EIF4G2,ENSG00000196656,ENSG00000203812,ENSG00000228430,ENSG00000234648,ENSG00000235174,ENSG00000240801,ENSG00000251668,ENSG00000267697,ENSG00000269292,ENSG00000276185,ENSG00000280800,ENSG00000283029,FABP3,FHL2,FLNC,FSTL1,FTH1,FTL,GABARAPL1,GADD45B,GAPDH,GDF15,GNAS,GPX1,GSTP1,H19,H2BC12,H3-3A,H3P6,HLA-B,HSP90AA1,HSP90AB1,HSPA1A,HSPA1B,HSPA5,HSPA8,HSPB1,HSPB7,IFITM3,IGF2,IGFBP7,KRT8,LGALS1,LRPAP1,MFGE8,MIF,MMP1,MTATP6P1,MYH6,MYL2,MYL3,MYL4,MYL6,MYL7,MYL9,ND1,ND2,ND3,ND4,ND4L,ND5,ND6,NDUFB5,NPM1,NPPA,NPPB,NREP,OAZ1,PABPC1,PCBP2,PKM,PLN,PPDPF,PPIA,PPIB,PRDX1,PRDX2,PSAP,PSMB4,PSMB7,PSMC1P5,PTMS,RACK1,RN7SL1,RN7SL2,RNA5-8SN2,RNASEK,RNR1,RNR2,RPL10,RPL10A,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21P16,RPL23,RPL23AP42,RPL24,RPL26,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36A,RPL36AP37,RPL37A,RPL38,RPL39,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9P8,RPLP0,RPLP1,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS27,RPS28,RPS28P7,RPS29,RPS3A,RPS5,RPS6,RPS8,RPS9,S100A11,S100A6,SELENOW,SERF2,SERPINE1,SKP1,SOD1,SPARC,SQSTM1,SSR4,TIMP1,TMSB10,TMSB4X,TNFRSF12A,TNNC1,TNNI1,TNNI3,TNNT2,TPI1,TPM1,TPT1,TRNA,TUBB4B,UBA52,UBB,UBC,UBL5,UCHL1,UQCRQ,USF2,VIM,YBX1
C2,21.6,192.457385,408.806564,2086.364694,4861.994733,1668.830766,471.728275,2501.5189629999995,1273.405261,842.826464,1271.262393,687.29514,899.226715,494.062454,14748.871729,366.295605,43724.670136,1835.881555,686.133746,732.934859,372.514812,487.630461,395.465173,711.685264,364.51491599999997,1029.054063,1185.767822,61.651964,3244.718059,1230.3747,1769.2587950000002,521.241582,717.453878,15816.151945,19301.873351,14213.106467,824.360352,650.580238,862.05576,1122.9089020000001,1346.059766,288.606718,2680.430907,697.480173,759.803408,1477.901962,33.114396,5281.881634,576.9702120000001,3963.425859,703.43406,2013.3585799999998,425.045894,938.715828,1026.668858,370.916634,0.0,0.0,0.0,0.0,0.0,0.0,401.717356,0.0,6486.491313,0.0,1599.158369,930.677805,171.260496,837.798365,5831.002802,2327.586897,91.094508,78.100323,6719.193393,13.643287,2046.77759,357.270004,280.827949,24912.352018999998,0.0,975.2886880000001,313.794042,107.458797,465.842136,343.838157,6.512755,51.756438,179.307097,510.008472,7451.071026,2233.4690140000002,497.891821,7665.476618000001,480.75521,519.649628,415.903186,277.501704,632.530028,1286.476299,96.058775,2556.695712,3532.308353,936.566901,3493.0418529999997,3606.3668119999998,2155.3574630000003,13288.983897999999,5252.136525,4631.886506,4377.524716,15205.150375,12853.843594,24118.484164,4820.836737,9717.030742,3038.87633,591.869717,8869.745927,918.629639,2171.1738299999997,1075.782794,272.59876299999996,7946.075124,1318.8294660000001,1233.34575,1691.925064,1415.06702,350.781969,677.105341,743.631754,1077.955293,201.6719,120.896296,0.0,2666.265519,1840.616356,391.714648,781.783381,0.0,427.098239,2406.913392,10341.659564,1871.551719,742.791982,974.829033,1084.062055,1313.050733,1406.565337,6798.770663,1407.611077,1183.706059,561.96749,826.080818,972.061021,0.0,974.587672,614.336184,893.323586,827.2460619999999,891.694383,1070.399097,964.855287,796.220332,811.693709,665.4341340000001,1229.014235,1202.213473,529.384655,846.573726,697.8099000000001,1037.128949,0.0,1892.241529,1210.669675,735.7708250000001,986.06859,2059.544685,703.615757,684.1378789999999,974.671709,1248.2895560000002,2529.230839,729.951078,1757.887628,2116.4882470000002,946.052924,940.4504,667.048683,597.910324,1193.758577,1039.064936,666.336243,733.8496849999999,970.368313,1405.984542,845.419774,2822.820444,547.221422,515.089636,751.16008,1259.299467,432.940252,1926.648177,692.736278,1682.214708,1031.594311,893.403017,447.862721,442.902425,899.672704,1323.351774,46.111811,221.767552,2989.911775,944.2457300000001,242.033947,789.637258,358.876256,4172.972679,196.455653,332.306231,4474.3368820000005,2203.020919,1024.299829,265.069745,3527.288484,5602.0762460000005,341.31440799999996,14320.014577,1284.153718,10298.432997,2816.052757,238.792301,349.8923,636.012468,1686.1790339999998,663.134725,552.493847,68.37481700000001,609.326485,1359.133326,853.976046,1099.683045
C3,19.2,149.595555,466.62759900000003,3704.159288,4985.708842,2301.310599,539.9923220000001,2413.804497,1033.479022,1624.496541,1630.5253320000002,485.255335,1194.368054,633.6786519999999,14416.826258,468.643425,14259.081121,3186.162146,901.3849710000001,763.7683350000001,506.517902,523.038972,392.40630999999996,911.5120420000001,305.156672,1213.952415,1668.975136,107.845939,5699.053604,1930.412071,2374.673889,828.034724,977.6381700000001,16560.997418,19659.531642,15538.157404,897.788002,622.314708,494.504936,1026.505142,1207.100945,68.066756,1993.671157,549.489328,577.063246,2032.0224170000001,51.165356,5586.37029,405.369768,3934.3464200000003,970.037473,870.3667829999999,776.500187,793.158046,563.348273,0.0,0.0,0.0,0.0,389.373343,0.0,0.0,503.952071,0.0,7600.247733,283.063526,1243.473358,945.53842,121.194139,650.5992809999999,6954.197424,4323.555134,247.464288,145.290334,6533.359196,20.585098,2285.91466,257.492228,427.956817,27511.562408,31.628416,830.482261,775.35146,135.700926,593.285712,409.174876,18.822654,58.11072,213.223783,731.0120979999999,7331.976173,2006.555441,1045.340497,6286.089861,626.353907,461.130306,568.65562,347.795337,727.744047,1168.93928,101.649057,2592.571242,2862.1816740000004,712.738386,3288.479581,3904.5026519999997,2893.9762140000003,13939.079578,5151.419481999999,4703.517875,5131.923392,15870.213245,12449.811224,20946.057474,4353.120331,11000.401139,246.99543,435.834602,9896.493506,621.269925,2388.721603,975.788762,847.120795,8953.836367,918.164958,1129.605738,2106.344448,1460.631478,409.007422,565.440038,954.7709000000001,1183.981575,218.61228,115.858765,0.0,2706.88864,1552.345012,0.0,501.381063,0.0,555.6381709999999,2564.468412,10798.894396,2572.271237,714.377621,1266.780595,1693.541503,2086.112701,1465.800665,669.0041200000001,1998.52702,1020.98635,775.3894809999999,932.406885,1095.714933,1049.941338,1208.2631370000001,986.037449,768.928428,1211.665271,1174.53751,1197.654301,767.555633,872.957009,994.391504,781.09445,1434.9971630000002,1112.2200010000001,823.423521,1239.726481,999.511451,1197.84428,0.0,2377.505548,1121.56297,977.063132,1622.122653,2714.3294180000003,682.355638,891.1246359999999,1007.6396579999999,1535.365967,2164.412686,692.9565,1552.3344550000002,1697.078149,1070.842959,1092.755537,680.313293,697.804826,1505.6255170000002,1353.607796,890.0835920000001,956.004993,1229.521936,1790.089471,1400.506416,3669.779531,918.679196,612.801075,1065.279906,1408.4943759999999,468.97861,2583.952134,1140.585529,390.585727,590.6369,1236.391569,509.489833,760.127177,962.7664259999999,1523.888392,321.312353,94.082872,2129.399877,1188.42094,277.825081,1076.06257,278.567037,4944.4119439999995,227.763243,153.318964,7977.724903,2956.734383,1179.124055,364.972888,3535.259842,4228.331516,172.723338,14010.351773,833.098328,10503.08444,3739.0382609999997,1208.514103,388.061255,1206.557978,2300.441092,627.2680399999999,490.205036,85.696125,481.312166,1064.0047020000002,1366.281333,904.410443
H2,12.0,44.696027,411.93296499999997,2154.8213259999998,10994.917367,2444.13364,325.053664,3093.0366249999997,1153.035014,607.289954,1323.937568,622.066278,833.485024,440.811201,18417.343451,439.6216,31356.55065,1804.598029,566.015232,597.648256,425.333223,751.578498,399.531268,818.0914270000001,254.542509,891.645448,1191.699148,10.985608,6216.350504,1258.545898,742.263839,362.428348,385.545801,17444.068905,22738.538134,19803.044896,998.435359,555.999371,574.673961,764.441425,1004.549266,52.564371,1735.135183,342.40678,472.283807,1453.083659,46.114314,6861.479602,158.97391,3986.5569299999997,676.05726,800.369897,990.754437,1282.225936,605.782446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10976.130561,633.327301,1325.360626,670.6789050000001,136.128297,609.691264,7237.723709,3659.936325,134.562426,213.228882,6866.876666,9.829906,1249.731099,129.589115,429.313431,24139.967735000002,77.681374,1174.816693,524.491512,87.700257,707.706979,368.121949,20.631788,23.672676,167.789158,998.498431,6024.651914,2330.122117,544.355873,5600.091696,410.57065,495.837147,503.787392,287.02392699999996,584.618865,990.328168,16.594496,3000.099934,2149.854946,459.932903,5895.224666,5158.249733,2092.790804,19433.124896,3388.999453,7892.025645,6585.512383,15248.360001,14226.062666,19558.631374,5127.223921,12826.81637,209.207758,577.49944,10056.354894,390.872588,2578.62395,901.65295,1401.953161,7019.530180999999,756.663572,1157.094908,1909.604416,1509.6818039999998,329.175874,643.467491,689.617023,1237.669288,303.2407,168.08434,0.0,2291.1158100000002,1653.479372,0.0,910.550515,61.676624,272.59606,3473.938494,9248.904292,1635.226236,808.4958640000001,1171.815384,1556.585459,1834.506443,2209.8247309999997,559.041543,1805.4430750000001,919.399077,712.777101,920.767275,1185.2836670000002,595.183041,1354.495582,992.377798,1194.553165,1104.152156,1129.384626,1051.695908,787.9459360000001,922.986041,780.640515,638.029307,1197.995594,1497.651238,720.970245,877.097943,870.813901,549.590404,234.218325,1513.796822,993.587449,701.031339,1614.283535,1957.340056,645.5890189999999,829.3915800000001,793.8230249999999,1402.68573,2759.191898,423.161552,1691.5515110000001,1100.395465,731.509469,1029.397019,767.038913,548.173755,1160.7078629999999,1104.726555,875.79896,1221.474193,880.024673,1641.747247,1018.0215469999999,2748.183625,563.1135059999999,543.565127,708.4234329999999,1228.661524,667.953958,1424.682168,841.06163,1077.878144,455.996891,888.847699,508.422768,742.698769,809.407013,1306.316338,95.567569,127.884828,1074.770909,940.154771,277.426969,1075.623871,252.371554,3744.089696,822.514938,175.60667,7343.6454810000005,2739.162604,939.017785,383.509516,4066.949984,5486.308847,221.778416,12763.572451999999,885.982445,10218.434776,3852.753638,46.578268,217.832834,905.7553829999999,2173.2364629999997,561.053729,438.226222,128.802027,379.302077,1023.05842,760.561535,961.940699
H3,3.5,29.320019,414.153983,1766.914599,12090.425163999998,2976.99519,741.5276759999999,2868.972229,1802.072425,909.328785,1022.450288,684.723457,1095.93178,367.59502,16779.000302,366.852207,27146.506329,2075.908858,550.39407,570.114092,332.240207,540.0194349999999,409.47398699999997,731.825017,232.834088,1045.439919,1178.840234,24.892551,4049.1772339999998,1283.478348,718.825448,466.376206,465.177648,18479.67338,20841.933292,17336.038104,605.527558,528.402317,706.738445,1504.945041,959.612945,134.807257,1488.500221,316.995876,530.654221,1264.2901219999999,60.760218,6547.73829,88.32066,3450.292206,947.635114,1387.345236,816.172488,672.242849,1019.025401,403.407649,0.0,0.0,0.0,0.0,0.0,0.0,320.653392,0.0,11664.970074,0.0,1533.91844,774.292824,156.00651,631.3350250000001,7553.813076,4844.700262,135.137388,258.780522,8271.062555999999,44.161401,1466.670527,135.63221,382.951613,15686.205088,0.0,993.987484,708.730772,91.660638,473.865585,452.66752,24.769627,31.564296,212.093609,922.343629,5222.586548,2307.735301,416.711443,4681.458291,531.192288,489.829292,538.784935,289.328031,579.444774,1105.8915430000002,35.909385,2896.074714,2265.757381,328.28396,5455.125182000001,3381.397284,2476.659867,16661.672472,2896.713551,6510.876427,6735.67028,21402.24816,13897.776188,33752.671735,5573.43791,13284.717378,261.22621100000003,1294.404597,9690.604041,347.822293,2524.01267,1227.8685810000002,215.76565699999998,6932.708214,1242.1370080000002,1492.782083,1787.982016,1985.9105440000003,447.900594,524.183529,831.444615,1443.312011,198.143606,218.53107899999998,0.0,2707.673547,1227.792219,616.587993,975.097275,0.0,254.774691,3496.584059,10704.746597,1932.9821530000002,892.078834,902.340058,1538.900304,2023.924477,1984.1569650000001,489.073788,1984.763246,1061.0056260000001,725.1072819999999,868.152632,1176.557056,649.250144,1382.4158029999999,819.956069,1037.887846,1368.4518030000002,1447.3461300000001,966.133013,1125.017671,687.320224,829.044395,699.8727269999999,1925.186665,1632.493292,842.374053,1260.129924,840.650974,644.46414,222.494697,1570.453819,1265.052412,851.178459,1429.4924800000001,2711.362804,805.532945,811.984478,1279.53109,1484.0672,2550.5367109999997,642.23502,1618.2382870000001,1740.9683260000002,1211.008125,1113.0641699999999,613.193413,572.003539,1311.065373,1327.821776,1014.669235,1494.431404,999.8480030000001,1617.2035609999998,859.105364,2591.153495,763.8766489999999,990.093052,832.7364329999999,1110.684046,444.040053,2255.5069399999998,1131.660088,572.061841,585.324306,1123.532214,741.439557,708.789661,856.638109,1073.132045,145.983782,241.52916599999998,2629.912592,813.80508,422.872888,951.611793,307.235953,3324.653421,1014.5895370000001,336.655344,9873.673683,2685.596786,802.857304,439.97002000000003,4086.301289,4038.266328,198.53046,12315.50675,1206.773866,9960.51592,4011.288794,42.705982,387.328275,792.84423,2085.363391,581.774277,475.595604,47.011306,626.121218,942.205467,1274.1879319999998,1143.231299
B2,0.0,507.239307,304.064573,1793.956478,1821.3985030000001,1385.222523,1098.814045,3281.920346,407.954757,538.539168,1069.937877,90.023264,1130.695756,878.0568169999999,8187.554135,748.434686,41516.383403,1446.081245,179.448979,342.784769,666.9838440000001,780.795283,591.919569,964.244252,777.4660680000001,1117.5949,376.15882799999997,1289.965089,477.41569300000003,271.63451399999997,555.053584,241.83502099999998,394.11659099999997,10738.767066,12649.423149,7282.617408,1029.5831030000002,727.093515,359.390278,1903.215551,702.426403,7137.037171000001,451.95271299999996,291.283377,2019.025104,426.214195,381.39925300000004,3444.526628,92.66739799999999,4769.186637999999,1700.6972939999998,1152.498424,863.70605,1536.9231180000002,1236.851911,146.910074,0.0,1200.241827,0.0,1049.517488,0.0,0.0,437.350372,0.0,6677.079372,0.0,230.844402,77.711227,344.941606,329.357655,10020.274328,7695.338699,937.395945,141.842931,7392.767292,7.0085,814.688636,99.483463,1333.252304,14573.340359,190.336538,159.44525,327.692935,154.613951,4069.7889270000005,1978.327072,888.051626,2836.527987,346.146779,10516.914776000001,5700.350727,697.4112210000001,306.480533,2560.44377,338.21955,748.353375,0.0,423.116303,450.44674599999996,774.899404,810.706759,1637.443671,69.26311,297.194773,375.51982,1835.224842,3651.2827119999997,5875.526301,3702.71567,4083.90013,4183.094059,17424.102636,8318.834156,15366.470075,3110.7129,8228.471079,103.556092,1430.470547,7011.976649,596.674297,85.402152,1130.09416,1100.589444,5950.4730660000005,525.093346,69.030068,591.871742,1192.9634729999998,354.810514,1282.267362,1198.732819,1544.5473240000001,913.7316850000001,675.264817,615.768192,1144.640865,1613.666256,978.714881,1435.360091,0.0,618.516609,3272.734788,8597.993322,2996.230872,662.1576719999999,1480.6740599999998,1126.65728,1641.4260880000002,1944.447106,4281.7691030000005,1720.299089,1577.984363,1671.871042,1459.808778,1299.760393,1068.044256,1312.084799,1336.032207,684.117046,1144.389066,1513.1184799999999,1560.248734,1286.061768,910.657047,1142.995996,1144.823332,2463.97798,1112.7492969999998,1343.436766,1007.03371,921.753145,993.180978,0.0,2810.367427,1763.531957,1601.665099,2042.249156,2856.177345,1264.542439,1165.679564,1462.646333,1081.659346,1757.78657,910.093314,1743.305898,2252.067139,770.504546,1481.441849,961.929962,1091.640786,1283.719923,1216.474279,903.0316260000001,928.151549,1077.349274,1246.949767,2998.499876,1325.489597,1658.616214,1540.571118,1422.0079799999999,1482.1540129999998,531.254017,3608.085331,1506.3494010000002,2605.714169,1179.931633,1087.049048,1039.754051,495.189408,764.663368,1596.689414,274.020491,0.0,822.707511,260.151792,26.093375,1564.4836460000001,1551.374918,1628.67882,3379.55098,243.852234,1197.319972,1524.673945,859.240904,467.619292,1442.206385,172.157988,31.695244,1689.7359940000001,1252.504259,2259.447521,4446.544639,48.677255,1260.671055,1172.543873,6738.2226439999995,9077.786768,804.34194,1002.885019,604.75128,514.182413,702.9395039999999,1168.706352
B3,0.0,248.774407,156.077682,1702.577659,974.698295,1760.535439,769.881168,3513.578191,384.372389,872.794219,1019.2673550000001,266.112066,808.41719,453.102733,8599.924745,1029.48226,14048.424181,1484.013107,400.411382,341.763233,692.875816,863.1244489999999,468.132252,1580.7762779999998,772.324123,1413.73552,324.125637,964.7764910000001,230.223364,384.103249,582.683924,336.916953,513.060821,13741.230399,14839.321915,10425.813447,742.700608,852.401895,395.857245,537.159731,773.257713,4188.8215,279.52657700000003,382.84221,1670.059013,276.42359700000003,456.598118,4697.745638,80.290953,5900.61168,1998.137397,1344.510312,1531.541349,624.559636,1137.918386,0.0,0.0,0.0,0.0,235.214047,0.0,306.918134,0.0,0.0,6494.24733,542.250324,219.96009,104.209413,421.806524,606.888871,11204.688795,8857.83088,639.408895,158.313116,8459.439147000001,5.604804,860.702191,86.358296,1180.405302,12434.689049999999,130.903418,450.612903,282.276482,172.830235,3108.5552319999997,2226.9942509999996,756.014455,2317.188128,525.916543,10673.855994,4022.586743,534.902776,275.813239,2309.817831,379.728448,511.29582,150.80068,317.306911,502.43399999999997,292.299205,1019.163637,1418.866242,45.541655,245.286157,263.590813,1684.04273,3143.386283,4103.078222,3042.673685,6597.422303,6661.68405,13382.556709,10641.754114,12860.24694,3928.414386,6937.759838,243.234022,918.6791539999999,7274.096531,484.067371,86.618577,1428.457143,2030.578086,5744.5311010000005,886.164689,50.475746,855.731225,1354.2925109999999,399.471716,1683.750664,1131.8502359999998,1292.536506,1184.5222760000001,1026.3134479999999,0.0,1090.308571,1379.3877029999999,0.0,487.720467,23.803989,802.0137139999999,5675.953187,13752.370267,3569.3869369999998,741.994185,1146.378782,1479.426721,1904.376927,2388.68126,983.852593,1782.251608,1442.370355,1205.292358,1835.29015,1672.126038,668.048599,1714.6073119999999,980.411227,861.4725020000001,1361.687329,1018.355983,1753.0560520000001,1631.707866,1057.32997,1585.928265,1106.5639549999999,2014.641601,1325.879077,1395.521992,1064.873775,788.532794,432.313991,0.0,2333.982265,1431.6281589999999,1284.037332,2113.303205,1732.557756,1009.8992840000001,1328.5178239999998,1620.121861,1550.183759,1571.57675,665.49865,1351.175445,2014.471285,1000.347288,1718.538858,1278.582684,938.941229,1279.76729,1401.101732,707.896957,1166.391306,1064.538906,1900.34489,2675.604816,1850.6130190000001,1657.1517509999999,1240.633057,1448.340746,1252.712232,842.094268,2869.481734,965.084063,1000.830519,1049.4749900000002,1322.583118,934.11121,714.0610650000001,981.572408,1385.879756,331.850526,0.0,463.499412,460.143831,32.698983,1936.529443,1466.676451,2083.275743,2336.657319,267.702236,1263.4737189999998,1519.60553,537.526625,693.6399849999999,1267.123376,262.084023,0.0,1295.311962,974.522158,1782.64673,6146.545331,158.348272,1074.464806,1363.4558909999998,5943.554556,7348.779633,553.5276700000001,945.467128,476.407013,680.718532,968.712228,1222.8497
G2,0.0,22.97443,17.131469000000003,4304.937648,376.38237699999996,3167.344475,251.831415,2464.445279,3569.391605,4.68225,776.7758530000001,100.663752,1083.8948179999998,658.791033,5138.67876,1068.2217580000001,12811.384398,683.072353,0.0,317.720655,908.009912,1409.137899,384.58378400000004,613.307837,913.902946,758.559126,372.633309,4210.746300000001,2.505708,0.0,0.0,52.972164,10.396319,4466.839928,9095.919039,4570.627401,520.78687,904.62766,219.962837,605.562133,356.430639,2539.8566969999997,949.852863,534.625289,898.978958,52.323477999999994,1282.943651,3772.833226,0.0,5700.220549,3043.137286,1375.2093639999998,3084.960419,1116.947559,1167.631294,478.373829,0.0,0.0,0.0,272.355625,0.0,0.0,0.0,0.0,9759.196442,0.0,31.497717,54.111966,1830.4848140000001,42.198245,10603.617845,9330.853577,1297.592361,486.77376200000003,9749.922437,15.417604,324.578413,65.518291,641.6043099999999,294.971075,687.450535,323.708015,552.085224,43.620185,2658.17662,3213.217364,1837.905264,4257.767033,776.920844,8026.896631,2074.243665,533.1431299999999,8.383061,742.704383,38.583076,80.3202,0.0,256.198981,354.627338,143.163903,195.993765,889.161416,2.685021,118.029839,7.120922,71.896383,2055.851193,104.236726,1199.93219,9251.987349,16507.464588,9121.791256,5166.48406,9150.249693,2054.867107,3171.275673,156.981094,2392.509699,270.238882,125.293395,12.470067,1894.666701,2282.427292,16948.142375,408.172429,145.384346,999.826611,773.8655229999999,583.613108,1669.324631,527.320946,1635.476476,1362.480154,1011.131819,376.52831,388.70554100000004,1761.275286,1104.968698,1394.681677,2529.363178,475.95477,9175.552226,13009.652225,5212.180745,851.927156,1331.9443860000001,1444.441951,1235.616958,2907.936783,1121.7304350000002,1696.381974,1386.538131,1234.021696,1990.978663,2082.568157,924.056872,1847.227622,1138.353057,750.016386,606.822986,1655.106286,1338.076817,1740.487904,749.984985,1432.627729,1732.9069390000002,2189.2669669999996,2201.2705450000003,1536.1563899999999,1077.890529,841.043533,172.465079,0.0,3181.406057,1921.53217,2129.9944579999997,3299.220241,480.39678899999996,1069.763952,670.535684,1983.5402980000001,1389.399118,1679.125661,454.315945,1574.411337,3947.8994249999996,1328.506461,1665.401741,2317.776366,1461.400118,1807.194751,1751.280232,773.172113,1355.015662,1207.567976,1670.9850529999999,4295.433180999999,1473.980239,2057.787362,1979.2929609999999,1953.037801,1710.677363,785.570057,4436.018762,1534.932485,1949.436328,1741.221271,827.364833,1727.366405,420.627436,800.479554,1852.302987,0.0,0.0,77.51864699999999,424.79661699999997,12.397597,2391.579739,1839.648444,15.558697,8192.789949,387.923093,124.186091,878.675676,551.06415,842.39211,119.330226,0.0,13.444565,281.257001,427.16398200000003,219.009499,6194.487658,51.560509,927.259724,1797.8505790000002,5911.2292130000005,16367.828142999999,1231.392922,2045.577975,299.037817,1383.5789650000002,803.801434,2052.194994
G3,0.0,27.60525,27.684413,5047.928745,344.539876,3474.517643,209.180117,2643.229605,4184.054321,24.035718,661.980956,218.990657,846.9289689999999,839.667791,4283.878229,1219.92707,6379.397696,798.471904,0.0,371.272455,1159.079462,1294.548526,383.18141099999997,831.333363,1027.397094,1025.0123310000001,354.038499,4203.357726,0.0,0.786939,1.149135,46.18933,19.549803,4199.560377,7714.00972,3685.227238,633.011709,902.0196520000001,202.147358,1225.553732,452.871273,2183.323165,1274.428263,639.640226,445.980754,23.201666,1429.033731,3794.76,0.0,5766.412419,3093.34074,1429.467867,3253.8324880000005,1047.447189,1228.610802,890.78245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14673.25585,0.0,34.860334,68.64596900000001,1854.813712,76.86493300000001,9968.31271,10550.914332,1240.756239,372.355522,10755.991652,0.0,379.2626,57.082668,323.78424,438.186895,654.416956,368.568272,213.496937,68.564741,2971.403067,3087.149315,1546.477693,3695.676542,849.455614,9623.787896,2498.001781,600.851795,46.065674,605.588017,34.952128,59.259598,39.074417,311.803726,415.190654,266.029323,189.296693,691.891255,4.628571,22.759826,0.0,88.233935,1866.8213190000001,75.265072,1165.776834,9895.43642,17669.424588,8881.93362,4192.616028,7414.932286,1820.000427,2212.134103,197.441948,1971.43613,427.447369,80.069621,13.345307,1761.4096020000002,2498.810191,16444.105558,238.492963,179.525667,772.837694,1010.396296,468.78313499999996,1554.9761959999998,416.244858,1419.163295,1688.038445,1108.289246,0.0,193.74015300000002,1542.366697,1351.617906,1345.871032,1605.231088,497.892909,12966.714899,16573.284663,5268.020656,783.209854,1037.222527,1325.404886,1346.613548,2732.51885,1303.236465,2166.270966,1490.5770430000002,1448.888843,1746.0192200000001,2062.445253,824.248608,1626.778444,1065.263687,814.029549,1044.198655,1715.4001469999998,1619.228492,1643.6188000000002,910.443737,1502.235758,2056.7968459999997,1913.0598149999998,1826.024492,1322.366226,1035.684916,1114.789614,348.662707,0.0,2764.921352,1536.972926,1907.683797,3768.232011,1038.774659,1172.037206,634.759517,1292.2827029999999,1291.808148,1301.705965,668.647961,1258.687045,4206.742926999999,1404.79857,1290.050317,2601.9739680000002,1402.409102,1983.3672359999998,1429.1814780000002,799.9114299999999,1467.585207,1109.1155250000002,1545.176871,4369.331207,1524.390373,2348.797104,1988.384227,2148.253983,1786.916461,1083.0424930000001,4042.909876,1236.575452,891.714305,1799.349545,1053.7047989999999,1585.071194,666.648285,1141.804083,1941.1243829999999,45.317571,0.0,89.771588,590.559915,18.903142,2603.10697,2226.0114630000003,127.15918400000001,7831.915871,250.35868,128.930771,848.890468,643.559526,889.307007,87.396187,14.60872,92.85108600000001,472.079277,429.121319,129.333958,6875.883942,0.0,942.054801,2071.523676,4596.683253,17592.664902,1367.568931,1560.835535,298.808303,858.895097,639.434503,2343.704512
