trial_id,trial_gene_set
629,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBB', 'TIMP1')"
630,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBB', 'HSPB1')"
631,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBB', 'HSPA8')"
632,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBB', 'FTL')"
633,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBB', 'FTH1')"
634,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TIMP1', 'HSPB1')"
635,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TIMP1', 'HSPA8')"
636,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TIMP1', 'FTL')"
637,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TIMP1', 'FTH1')"
638,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'HSPB1', 'HSPA8')"
639,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'HSPB1', 'FTL')"
640,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'HSPB1', 'FTH1')"
641,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'HSPA8', 'FTL')"
642,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'HSPA8', 'FTH1')"
643,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'FTL', 'FTH1')"
644,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBC', 'UBB')"
645,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBC', 'TIMP1')"
646,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBC', 'HSPB1')"
647,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBC', 'HSPA8')"
648,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBC', 'FTL')"
649,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBC', 'FTH1')"
650,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBB', 'TIMP1')"
651,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBB', 'HSPB1')"
652,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBB', 'HSPA8')"
653,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBB', 'FTL')"
654,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'UBB', 'FTH1')"
655,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'TIMP1', 'HSPB1')"
656,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'TIMP1', 'HSPA8')"
657,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'TIMP1', 'FTL')"
658,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'TIMP1', 'FTH1')"
659,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'HSPB1', 'HSPA8')"
660,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'HSPB1', 'FTL')"
661,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'HSPB1', 'FTH1')"
662,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'HSPA8', 'FTL')"
663,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'HSPA8', 'FTH1')"
664,"('H19', 'NPPB', 'TNNC1', 'TPM1', 'FTL', 'FTH1')"
665,"('H19', 'NPPB', 'TNNC1', 'UBC', 'UBB', 'TIMP1')"
666,"('H19', 'NPPB', 'TNNC1', 'UBC', 'UBB', 'HSPB1')"
667,"('H19', 'NPPB', 'TNNC1', 'UBC', 'UBB', 'HSPA8')"
668,"('H19', 'NPPB', 'TNNC1', 'UBC', 'UBB', 'FTL')"
669,"('H19', 'NPPB', 'TNNC1', 'UBC', 'UBB', 'FTH1')"
670,"('H19', 'NPPB', 'TNNC1', 'UBC', 'TIMP1', 'HSPB1')"
671,"('H19', 'NPPB', 'TNNC1', 'UBC', 'TIMP1', 'HSPA8')"
672,"('H19', 'NPPB', 'TNNC1', 'UBC', 'TIMP1', 'FTL')"
673,"('H19', 'NPPB', 'TNNC1', 'UBC', 'TIMP1', 'FTH1')"
674,"('H19', 'NPPB', 'TNNC1', 'UBC', 'HSPB1', 'HSPA8')"
675,"('H19', 'NPPB', 'TNNC1', 'UBC', 'HSPB1', 'FTL')"
676,"('H19', 'NPPB', 'TNNC1', 'UBC', 'HSPB1', 'FTH1')"
677,"('H19', 'NPPB', 'TNNC1', 'UBC', 'HSPA8', 'FTL')"
678,"('H19', 'NPPB', 'TNNC1', 'UBC', 'HSPA8', 'FTH1')"
679,"('H19', 'NPPB', 'TNNC1', 'UBC', 'FTL', 'FTH1')"
680,"('H19', 'NPPB', 'TNNC1', 'UBB', 'TIMP1', 'HSPB1')"
681,"('H19', 'NPPB', 'TNNC1', 'UBB', 'TIMP1', 'HSPA8')"
682,"('H19', 'NPPB', 'TNNC1', 'UBB', 'TIMP1', 'FTL')"
683,"('H19', 'NPPB', 'TNNC1', 'UBB', 'TIMP1', 'FTH1')"
684,"('H19', 'NPPB', 'TNNC1', 'UBB', 'HSPB1', 'HSPA8')"
685,"('H19', 'NPPB', 'TNNC1', 'UBB', 'HSPB1', 'FTL')"
686,"('H19', 'NPPB', 'TNNC1', 'UBB', 'HSPB1', 'FTH1')"
687,"('H19', 'NPPB', 'TNNC1', 'UBB', 'HSPA8', 'FTL')"
688,"('H19', 'NPPB', 'TNNC1', 'UBB', 'HSPA8', 'FTH1')"
689,"('H19', 'NPPB', 'TNNC1', 'UBB', 'FTL', 'FTH1')"
690,"('H19', 'NPPB', 'TNNC1', 'TIMP1', 'HSPB1', 'HSPA8')"
691,"('H19', 'NPPB', 'TNNC1', 'TIMP1', 'HSPB1', 'FTL')"
692,"('H19', 'NPPB', 'TNNC1', 'TIMP1', 'HSPB1', 'FTH1')"
693,"('H19', 'NPPB', 'TNNC1', 'TIMP1', 'HSPA8', 'FTL')"
694,"('H19', 'NPPB', 'TNNC1', 'TIMP1', 'HSPA8', 'FTH1')"
695,"('H19', 'NPPB', 'TNNC1', 'TIMP1', 'FTL', 'FTH1')"
696,"('H19', 'NPPB', 'TNNC1', 'HSPB1', 'HSPA8', 'FTL')"
697,"('H19', 'NPPB', 'TNNC1', 'HSPB1', 'HSPA8', 'FTH1')"
698,"('H19', 'NPPB', 'TNNC1', 'HSPB1', 'FTL', 'FTH1')"
699,"('H19', 'NPPB', 'TNNC1', 'HSPA8', 'FTL', 'FTH1')"
700,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBC', 'UBB')"
701,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBC', 'TIMP1')"
702,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBC', 'HSPB1')"
703,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBC', 'HSPA8')"
704,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBC', 'FTL')"
705,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBC', 'FTH1')"
706,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBB', 'TIMP1')"
707,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBB', 'HSPB1')"
708,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBB', 'HSPA8')"
709,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBB', 'FTL')"
710,"('H19', 'NPPB', 'MYL4', 'TPM1', 'UBB', 'FTH1')"
711,"('H19', 'NPPB', 'MYL4', 'TPM1', 'TIMP1', 'HSPB1')"
712,"('H19', 'NPPB', 'MYL4', 'TPM1', 'TIMP1', 'HSPA8')"
713,"('H19', 'NPPB', 'MYL4', 'TPM1', 'TIMP1', 'FTL')"
714,"('H19', 'NPPB', 'MYL4', 'TPM1', 'TIMP1', 'FTH1')"
715,"('H19', 'NPPB', 'MYL4', 'TPM1', 'HSPB1', 'HSPA8')"
716,"('H19', 'NPPB', 'MYL4', 'TPM1', 'HSPB1', 'FTL')"
717,"('H19', 'NPPB', 'MYL4', 'TPM1', 'HSPB1', 'FTH1')"
718,"('H19', 'NPPB', 'MYL4', 'TPM1', 'HSPA8', 'FTL')"
719,"('H19', 'NPPB', 'MYL4', 'TPM1', 'HSPA8', 'FTH1')"
720,"('H19', 'NPPB', 'MYL4', 'TPM1', 'FTL', 'FTH1')"
721,"('H19', 'NPPB', 'MYL4', 'UBC', 'UBB', 'TIMP1')"
722,"('H19', 'NPPB', 'MYL4', 'UBC', 'UBB', 'HSPB1')"
723,"('H19', 'NPPB', 'MYL4', 'UBC', 'UBB', 'HSPA8')"
724,"('H19', 'NPPB', 'MYL4', 'UBC', 'UBB', 'FTL')"
725,"('H19', 'NPPB', 'MYL4', 'UBC', 'UBB', 'FTH1')"
726,"('H19', 'NPPB', 'MYL4', 'UBC', 'TIMP1', 'HSPB1')"
727,"('H19', 'NPPB', 'MYL4', 'UBC', 'TIMP1', 'HSPA8')"
728,"('H19', 'NPPB', 'MYL4', 'UBC', 'TIMP1', 'FTL')"
729,"('H19', 'NPPB', 'MYL4', 'UBC', 'TIMP1', 'FTH1')"
730,"('H19', 'NPPB', 'MYL4', 'UBC', 'HSPB1', 'HSPA8')"
731,"('H19', 'NPPB', 'MYL4', 'UBC', 'HSPB1', 'FTL')"
732,"('H19', 'NPPB', 'MYL4', 'UBC', 'HSPB1', 'FTH1')"
733,"('H19', 'NPPB', 'MYL4', 'UBC', 'HSPA8', 'FTL')"
734,"('H19', 'NPPB', 'MYL4', 'UBC', 'HSPA8', 'FTH1')"
735,"('H19', 'NPPB', 'MYL4', 'UBC', 'FTL', 'FTH1')"
736,"('H19', 'NPPB', 'MYL4', 'UBB', 'TIMP1', 'HSPB1')"
737,"('H19', 'NPPB', 'MYL4', 'UBB', 'TIMP1', 'HSPA8')"
738,"('H19', 'NPPB', 'MYL4', 'UBB', 'TIMP1', 'FTL')"
739,"('H19', 'NPPB', 'MYL4', 'UBB', 'TIMP1', 'FTH1')"
740,"('H19', 'NPPB', 'MYL4', 'UBB', 'HSPB1', 'HSPA8')"
741,"('H19', 'NPPB', 'MYL4', 'UBB', 'HSPB1', 'FTL')"
742,"('H19', 'NPPB', 'MYL4', 'UBB', 'HSPB1', 'FTH1')"
743,"('H19', 'NPPB', 'MYL4', 'UBB', 'HSPA8', 'FTL')"
744,"('H19', 'NPPB', 'MYL4', 'UBB', 'HSPA8', 'FTH1')"
745,"('H19', 'NPPB', 'MYL4', 'UBB', 'FTL', 'FTH1')"
746,"('H19', 'NPPB', 'MYL4', 'TIMP1', 'HSPB1', 'HSPA8')"
747,"('H19', 'NPPB', 'MYL4', 'TIMP1', 'HSPB1', 'FTL')"
748,"('H19', 'NPPB', 'MYL4', 'TIMP1', 'HSPB1', 'FTH1')"
749,"('H19', 'NPPB', 'MYL4', 'TIMP1', 'HSPA8', 'FTL')"
750,"('H19', 'NPPB', 'MYL4', 'TIMP1', 'HSPA8', 'FTH1')"
751,"('H19', 'NPPB', 'MYL4', 'TIMP1', 'FTL', 'FTH1')"
752,"('H19', 'NPPB', 'MYL4', 'HSPB1', 'HSPA8', 'FTL')"
753,"('H19', 'NPPB', 'MYL4', 'HSPB1', 'HSPA8', 'FTH1')"
754,"('H19', 'NPPB', 'MYL4', 'HSPB1', 'FTL', 'FTH1')"
755,"('H19', 'NPPB', 'MYL4', 'HSPA8', 'FTL', 'FTH1')"
756,"('H19', 'NPPB', 'TPM1', 'UBC', 'UBB', 'TIMP1')"
757,"('H19', 'NPPB', 'TPM1', 'UBC', 'UBB', 'HSPB1')"
758,"('H19', 'NPPB', 'TPM1', 'UBC', 'UBB', 'HSPA8')"
759,"('H19', 'NPPB', 'TPM1', 'UBC', 'UBB', 'FTL')"
760,"('H19', 'NPPB', 'TPM1', 'UBC', 'UBB', 'FTH1')"
761,"('H19', 'NPPB', 'TPM1', 'UBC', 'TIMP1', 'HSPB1')"
762,"('H19', 'NPPB', 'TPM1', 'UBC', 'TIMP1', 'HSPA8')"
763,"('H19', 'NPPB', 'TPM1', 'UBC', 'TIMP1', 'FTL')"
764,"('H19', 'NPPB', 'TPM1', 'UBC', 'TIMP1', 'FTH1')"
765,"('H19', 'NPPB', 'TPM1', 'UBC', 'HSPB1', 'HSPA8')"
766,"('H19', 'NPPB', 'TPM1', 'UBC', 'HSPB1', 'FTL')"
767,"('H19', 'NPPB', 'TPM1', 'UBC', 'HSPB1', 'FTH1')"
768,"('H19', 'NPPB', 'TPM1', 'UBC', 'HSPA8', 'FTL')"
769,"('H19', 'NPPB', 'TPM1', 'UBC', 'HSPA8', 'FTH1')"
770,"('H19', 'NPPB', 'TPM1', 'UBC', 'FTL', 'FTH1')"
771,"('H19', 'NPPB', 'TPM1', 'UBB', 'TIMP1', 'HSPB1')"
772,"('H19', 'NPPB', 'TPM1', 'UBB', 'TIMP1', 'HSPA8')"
773,"('H19', 'NPPB', 'TPM1', 'UBB', 'TIMP1', 'FTL')"
774,"('H19', 'NPPB', 'TPM1', 'UBB', 'TIMP1', 'FTH1')"
775,"('H19', 'NPPB', 'TPM1', 'UBB', 'HSPB1', 'HSPA8')"
776,"('H19', 'NPPB', 'TPM1', 'UBB', 'HSPB1', 'FTL')"
777,"('H19', 'NPPB', 'TPM1', 'UBB', 'HSPB1', 'FTH1')"
778,"('H19', 'NPPB', 'TPM1', 'UBB', 'HSPA8', 'FTL')"
779,"('H19', 'NPPB', 'TPM1', 'UBB', 'HSPA8', 'FTH1')"
780,"('H19', 'NPPB', 'TPM1', 'UBB', 'FTL', 'FTH1')"
781,"('H19', 'NPPB', 'TPM1', 'TIMP1', 'HSPB1', 'HSPA8')"
782,"('H19', 'NPPB', 'TPM1', 'TIMP1', 'HSPB1', 'FTL')"
783,"('H19', 'NPPB', 'TPM1', 'TIMP1', 'HSPB1', 'FTH1')"
784,"('H19', 'NPPB', 'TPM1', 'TIMP1', 'HSPA8', 'FTL')"
785,"('H19', 'NPPB', 'TPM1', 'TIMP1', 'HSPA8', 'FTH1')"
786,"('H19', 'NPPB', 'TPM1', 'TIMP1', 'FTL', 'FTH1')"
787,"('H19', 'NPPB', 'TPM1', 'HSPB1', 'HSPA8', 'FTL')"
788,"('H19', 'NPPB', 'TPM1', 'HSPB1', 'HSPA8', 'FTH1')"
789,"('H19', 'NPPB', 'TPM1', 'HSPB1', 'FTL', 'FTH1')"
790,"('H19', 'NPPB', 'TPM1', 'HSPA8', 'FTL', 'FTH1')"
791,"('H19', 'NPPB', 'UBC', 'UBB', 'TIMP1', 'HSPB1')"
792,"('H19', 'NPPB', 'UBC', 'UBB', 'TIMP1', 'HSPA8')"
793,"('H19', 'NPPB', 'UBC', 'UBB', 'TIMP1', 'FTL')"
794,"('H19', 'NPPB', 'UBC', 'UBB', 'TIMP1', 'FTH1')"
795,"('H19', 'NPPB', 'UBC', 'UBB', 'HSPB1', 'HSPA8')"
796,"('H19', 'NPPB', 'UBC', 'UBB', 'HSPB1', 'FTL')"
797,"('H19', 'NPPB', 'UBC', 'UBB', 'HSPB1', 'FTH1')"
798,"('H19', 'NPPB', 'UBC', 'UBB', 'HSPA8', 'FTL')"
799,"('H19', 'NPPB', 'UBC', 'UBB', 'HSPA8', 'FTH1')"
800,"('H19', 'NPPB', 'UBC', 'UBB', 'FTL', 'FTH1')"
801,"('H19', 'NPPB', 'UBC', 'TIMP1', 'HSPB1', 'HSPA8')"
802,"('H19', 'NPPB', 'UBC', 'TIMP1', 'HSPB1', 'FTL')"
803,"('H19', 'NPPB', 'UBC', 'TIMP1', 'HSPB1', 'FTH1')"
804,"('H19', 'NPPB', 'UBC', 'TIMP1', 'HSPA8', 'FTL')"
805,"('H19', 'NPPB', 'UBC', 'TIMP1', 'HSPA8', 'FTH1')"
806,"('H19', 'NPPB', 'UBC', 'TIMP1', 'FTL', 'FTH1')"
807,"('H19', 'NPPB', 'UBC', 'HSPB1', 'HSPA8', 'FTL')"
808,"('H19', 'NPPB', 'UBC', 'HSPB1', 'HSPA8', 'FTH1')"
809,"('H19', 'NPPB', 'UBC', 'HSPB1', 'FTL', 'FTH1')"
810,"('H19', 'NPPB', 'UBC', 'HSPA8', 'FTL', 'FTH1')"
811,"('H19', 'NPPB', 'UBB', 'TIMP1', 'HSPB1', 'HSPA8')"
812,"('H19', 'NPPB', 'UBB', 'TIMP1', 'HSPB1', 'FTL')"
813,"('H19', 'NPPB', 'UBB', 'TIMP1', 'HSPB1', 'FTH1')"
814,"('H19', 'NPPB', 'UBB', 'TIMP1', 'HSPA8', 'FTL')"
815,"('H19', 'NPPB', 'UBB', 'TIMP1', 'HSPA8', 'FTH1')"
816,"('H19', 'NPPB', 'UBB', 'TIMP1', 'FTL', 'FTH1')"
817,"('H19', 'NPPB', 'UBB', 'HSPB1', 'HSPA8', 'FTL')"
818,"('H19', 'NPPB', 'UBB', 'HSPB1', 'HSPA8', 'FTH1')"
819,"('H19', 'NPPB', 'UBB', 'HSPB1', 'FTL', 'FTH1')"
820,"('H19', 'NPPB', 'UBB', 'HSPA8', 'FTL', 'FTH1')"
821,"('H19', 'NPPB', 'TIMP1', 'HSPB1', 'HSPA8', 'FTL')"
822,"('H19', 'NPPB', 'TIMP1', 'HSPB1', 'HSPA8', 'FTH1')"
823,"('H19', 'NPPB', 'TIMP1', 'HSPB1', 'FTL', 'FTH1')"
824,"('H19', 'NPPB', 'TIMP1', 'HSPA8', 'FTL', 'FTH1')"
825,"('H19', 'NPPB', 'HSPB1', 'HSPA8', 'FTL', 'FTH1')"
826,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'UBC')"
827,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'UBB')"
828,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'TIMP1')"
829,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'HSPB1')"
830,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'HSPA8')"
831,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'FTL')"
832,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TPM1', 'FTH1')"
833,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBC', 'UBB')"
834,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBC', 'TIMP1')"
835,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBC', 'HSPB1')"
836,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBC', 'HSPA8')"
837,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBC', 'FTL')"
838,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBC', 'FTH1')"
839,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBB', 'TIMP1')"
840,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBB', 'HSPB1')"
841,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBB', 'HSPA8')"
842,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBB', 'FTL')"
843,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'UBB', 'FTH1')"
844,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TIMP1', 'HSPB1')"
845,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TIMP1', 'HSPA8')"
846,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TIMP1', 'FTL')"
847,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'TIMP1', 'FTH1')"
848,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'HSPB1', 'HSPA8')"
849,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'HSPB1', 'FTL')"
850,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'HSPB1', 'FTH1')"
851,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'HSPA8', 'FTL')"
852,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'HSPA8', 'FTH1')"
853,"('H19', 'MYL9', 'TNNC1', 'MYL4', 'FTL', 'FTH1')"
854,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBC', 'UBB')"
855,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBC', 'TIMP1')"
856,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBC', 'HSPB1')"
857,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBC', 'HSPA8')"
858,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBC', 'FTL')"
859,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBC', 'FTH1')"
860,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBB', 'TIMP1')"
861,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBB', 'HSPB1')"
862,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBB', 'HSPA8')"
863,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBB', 'FTL')"
864,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'UBB', 'FTH1')"
865,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'TIMP1', 'HSPB1')"
866,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'TIMP1', 'HSPA8')"
867,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'TIMP1', 'FTL')"
868,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'TIMP1', 'FTH1')"
869,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'HSPB1', 'HSPA8')"
870,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'HSPB1', 'FTL')"
871,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'HSPB1', 'FTH1')"
872,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'HSPA8', 'FTL')"
873,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'HSPA8', 'FTH1')"
874,"('H19', 'MYL9', 'TNNC1', 'TPM1', 'FTL', 'FTH1')"
875,"('H19', 'MYL9', 'TNNC1', 'UBC', 'UBB', 'TIMP1')"
876,"('H19', 'MYL9', 'TNNC1', 'UBC', 'UBB', 'HSPB1')"
877,"('H19', 'MYL9', 'TNNC1', 'UBC', 'UBB', 'HSPA8')"
878,"('H19', 'MYL9', 'TNNC1', 'UBC', 'UBB', 'FTL')"
879,"('H19', 'MYL9', 'TNNC1', 'UBC', 'UBB', 'FTH1')"
880,"('H19', 'MYL9', 'TNNC1', 'UBC', 'TIMP1', 'HSPB1')"
881,"('H19', 'MYL9', 'TNNC1', 'UBC', 'TIMP1', 'HSPA8')"
882,"('H19', 'MYL9', 'TNNC1', 'UBC', 'TIMP1', 'FTL')"
883,"('H19', 'MYL9', 'TNNC1', 'UBC', 'TIMP1', 'FTH1')"
884,"('H19', 'MYL9', 'TNNC1', 'UBC', 'HSPB1', 'HSPA8')"
885,"('H19', 'MYL9', 'TNNC1', 'UBC', 'HSPB1', 'FTL')"
886,"('H19', 'MYL9', 'TNNC1', 'UBC', 'HSPB1', 'FTH1')"
887,"('H19', 'MYL9', 'TNNC1', 'UBC', 'HSPA8', 'FTL')"
888,"('H19', 'MYL9', 'TNNC1', 'UBC', 'HSPA8', 'FTH1')"
889,"('H19', 'MYL9', 'TNNC1', 'UBC', 'FTL', 'FTH1')"
890,"('H19', 'MYL9', 'TNNC1', 'UBB', 'TIMP1', 'HSPB1')"
891,"('H19', 'MYL9', 'TNNC1', 'UBB', 'TIMP1', 'HSPA8')"
892,"('H19', 'MYL9', 'TNNC1', 'UBB', 'TIMP1', 'FTL')"
893,"('H19', 'MYL9', 'TNNC1', 'UBB', 'TIMP1', 'FTH1')"
894,"('H19', 'MYL9', 'TNNC1', 'UBB', 'HSPB1', 'HSPA8')"
895,"('H19', 'MYL9', 'TNNC1', 'UBB', 'HSPB1', 'FTL')"
896,"('H19', 'MYL9', 'TNNC1', 'UBB', 'HSPB1', 'FTH1')"
897,"('H19', 'MYL9', 'TNNC1', 'UBB', 'HSPA8', 'FTL')"
898,"('H19', 'MYL9', 'TNNC1', 'UBB', 'HSPA8', 'FTH1')"
899,"('H19', 'MYL9', 'TNNC1', 'UBB', 'FTL', 'FTH1')"
900,"('H19', 'MYL9', 'TNNC1', 'TIMP1', 'HSPB1', 'HSPA8')"
901,"('H19', 'MYL9', 'TNNC1', 'TIMP1', 'HSPB1', 'FTL')"
902,"('H19', 'MYL9', 'TNNC1', 'TIMP1', 'HSPB1', 'FTH1')"
903,"('H19', 'MYL9', 'TNNC1', 'TIMP1', 'HSPA8', 'FTL')"
904,"('H19', 'MYL9', 'TNNC1', 'TIMP1', 'HSPA8', 'FTH1')"
905,"('H19', 'MYL9', 'TNNC1', 'TIMP1', 'FTL', 'FTH1')"
906,"('H19', 'MYL9', 'TNNC1', 'HSPB1', 'HSPA8', 'FTL')"
907,"('H19', 'MYL9', 'TNNC1', 'HSPB1', 'HSPA8', 'FTH1')"
908,"('H19', 'MYL9', 'TNNC1', 'HSPB1', 'FTL', 'FTH1')"
909,"('H19', 'MYL9', 'TNNC1', 'HSPA8', 'FTL', 'FTH1')"
910,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBC', 'UBB')"
911,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBC', 'TIMP1')"
912,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBC', 'HSPB1')"
913,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBC', 'HSPA8')"
914,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBC', 'FTL')"
915,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBC', 'FTH1')"
916,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBB', 'TIMP1')"
917,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBB', 'HSPB1')"
918,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBB', 'HSPA8')"
919,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBB', 'FTL')"
920,"('H19', 'MYL9', 'MYL4', 'TPM1', 'UBB', 'FTH1')"
921,"('H19', 'MYL9', 'MYL4', 'TPM1', 'TIMP1', 'HSPB1')"
922,"('H19', 'MYL9', 'MYL4', 'TPM1', 'TIMP1', 'HSPA8')"
923,"('H19', 'MYL9', 'MYL4', 'TPM1', 'TIMP1', 'FTL')"
924,"('H19', 'MYL9', 'MYL4', 'TPM1', 'TIMP1', 'FTH1')"
925,"('H19', 'MYL9', 'MYL4', 'TPM1', 'HSPB1', 'HSPA8')"
926,"('H19', 'MYL9', 'MYL4', 'TPM1', 'HSPB1', 'FTL')"
927,"('H19', 'MYL9', 'MYL4', 'TPM1', 'HSPB1', 'FTH1')"
928,"('H19', 'MYL9', 'MYL4', 'TPM1', 'HSPA8', 'FTL')"
929,"('H19', 'MYL9', 'MYL4', 'TPM1', 'HSPA8', 'FTH1')"
930,"('H19', 'MYL9', 'MYL4', 'TPM1', 'FTL', 'FTH1')"
931,"('H19', 'MYL9', 'MYL4', 'UBC', 'UBB', 'TIMP1')"
932,"('H19', 'MYL9', 'MYL4', 'UBC', 'UBB', 'HSPB1')"
933,"('H19', 'MYL9', 'MYL4', 'UBC', 'UBB', 'HSPA8')"
934,"('H19', 'MYL9', 'MYL4', 'UBC', 'UBB', 'FTL')"
935,"('H19', 'MYL9', 'MYL4', 'UBC', 'UBB', 'FTH1')"
936,"('H19', 'MYL9', 'MYL4', 'UBC', 'TIMP1', 'HSPB1')"
937,"('H19', 'MYL9', 'MYL4', 'UBC', 'TIMP1', 'HSPA8')"
938,"('H19', 'MYL9', 'MYL4', 'UBC', 'TIMP1', 'FTL')"
939,"('H19', 'MYL9', 'MYL4', 'UBC', 'TIMP1', 'FTH1')"
940,"('H19', 'MYL9', 'MYL4', 'UBC', 'HSPB1', 'HSPA8')"
941,"('H19', 'MYL9', 'MYL4', 'UBC', 'HSPB1', 'FTL')"
942,"('H19', 'MYL9', 'MYL4', 'UBC', 'HSPB1', 'FTH1')"
