trial_id,trial_gene_set
314,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBC', 'UBB')"
315,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBC', 'TIMP1')"
316,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBC', 'HSPB1')"
317,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBC', 'HSPA8')"
318,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBC', 'FTL')"
319,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBC', 'FTH1')"
320,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBB', 'TIMP1')"
321,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBB', 'HSPB1')"
322,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBB', 'HSPA8')"
323,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBB', 'FTL')"
324,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'UBB', 'FTH1')"
325,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'TIMP1', 'HSPB1')"
326,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'TIMP1', 'HSPA8')"
327,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'TIMP1', 'FTL')"
328,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'TIMP1', 'FTH1')"
329,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'HSPB1', 'HSPA8')"
330,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'HSPB1', 'FTL')"
331,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'HSPB1', 'FTH1')"
332,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'HSPA8', 'FTL')"
333,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'HSPA8', 'FTH1')"
334,"('H19', 'MYL7', 'TNNC1', 'TPM1', 'FTL', 'FTH1')"
335,"('H19', 'MYL7', 'TNNC1', 'UBC', 'UBB', 'TIMP1')"
336,"('H19', 'MYL7', 'TNNC1', 'UBC', 'UBB', 'HSPB1')"
337,"('H19', 'MYL7', 'TNNC1', 'UBC', 'UBB', 'HSPA8')"
338,"('H19', 'MYL7', 'TNNC1', 'UBC', 'UBB', 'FTL')"
339,"('H19', 'MYL7', 'TNNC1', 'UBC', 'UBB', 'FTH1')"
340,"('H19', 'MYL7', 'TNNC1', 'UBC', 'TIMP1', 'HSPB1')"
341,"('H19', 'MYL7', 'TNNC1', 'UBC', 'TIMP1', 'HSPA8')"
342,"('H19', 'MYL7', 'TNNC1', 'UBC', 'TIMP1', 'FTL')"
343,"('H19', 'MYL7', 'TNNC1', 'UBC', 'TIMP1', 'FTH1')"
344,"('H19', 'MYL7', 'TNNC1', 'UBC', 'HSPB1', 'HSPA8')"
345,"('H19', 'MYL7', 'TNNC1', 'UBC', 'HSPB1', 'FTL')"
346,"('H19', 'MYL7', 'TNNC1', 'UBC', 'HSPB1', 'FTH1')"
347,"('H19', 'MYL7', 'TNNC1', 'UBC', 'HSPA8', 'FTL')"
348,"('H19', 'MYL7', 'TNNC1', 'UBC', 'HSPA8', 'FTH1')"
349,"('H19', 'MYL7', 'TNNC1', 'UBC', 'FTL', 'FTH1')"
350,"('H19', 'MYL7', 'TNNC1', 'UBB', 'TIMP1', 'HSPB1')"
351,"('H19', 'MYL7', 'TNNC1', 'UBB', 'TIMP1', 'HSPA8')"
352,"('H19', 'MYL7', 'TNNC1', 'UBB', 'TIMP1', 'FTL')"
353,"('H19', 'MYL7', 'TNNC1', 'UBB', 'TIMP1', 'FTH1')"
354,"('H19', 'MYL7', 'TNNC1', 'UBB', 'HSPB1', 'HSPA8')"
355,"('H19', 'MYL7', 'TNNC1', 'UBB', 'HSPB1', 'FTL')"
356,"('H19', 'MYL7', 'TNNC1', 'UBB', 'HSPB1', 'FTH1')"
357,"('H19', 'MYL7', 'TNNC1', 'UBB', 'HSPA8', 'FTL')"
358,"('H19', 'MYL7', 'TNNC1', 'UBB', 'HSPA8', 'FTH1')"
359,"('H19', 'MYL7', 'TNNC1', 'UBB', 'FTL', 'FTH1')"
360,"('H19', 'MYL7', 'TNNC1', 'TIMP1', 'HSPB1', 'HSPA8')"
361,"('H19', 'MYL7', 'TNNC1', 'TIMP1', 'HSPB1', 'FTL')"
362,"('H19', 'MYL7', 'TNNC1', 'TIMP1', 'HSPB1', 'FTH1')"
363,"('H19', 'MYL7', 'TNNC1', 'TIMP1', 'HSPA8', 'FTL')"
364,"('H19', 'MYL7', 'TNNC1', 'TIMP1', 'HSPA8', 'FTH1')"
365,"('H19', 'MYL7', 'TNNC1', 'TIMP1', 'FTL', 'FTH1')"
366,"('H19', 'MYL7', 'TNNC1', 'HSPB1', 'HSPA8', 'FTL')"
367,"('H19', 'MYL7', 'TNNC1', 'HSPB1', 'HSPA8', 'FTH1')"
368,"('H19', 'MYL7', 'TNNC1', 'HSPB1', 'FTL', 'FTH1')"
369,"('H19', 'MYL7', 'TNNC1', 'HSPA8', 'FTL', 'FTH1')"
370,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBC', 'UBB')"
371,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBC', 'TIMP1')"
372,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBC', 'HSPB1')"
373,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBC', 'HSPA8')"
374,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBC', 'FTL')"
375,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBC', 'FTH1')"
376,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBB', 'TIMP1')"
377,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBB', 'HSPB1')"
378,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBB', 'HSPA8')"
379,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBB', 'FTL')"
380,"('H19', 'MYL7', 'MYL4', 'TPM1', 'UBB', 'FTH1')"
381,"('H19', 'MYL7', 'MYL4', 'TPM1', 'TIMP1', 'HSPB1')"
382,"('H19', 'MYL7', 'MYL4', 'TPM1', 'TIMP1', 'HSPA8')"
383,"('H19', 'MYL7', 'MYL4', 'TPM1', 'TIMP1', 'FTL')"
384,"('H19', 'MYL7', 'MYL4', 'TPM1', 'TIMP1', 'FTH1')"
385,"('H19', 'MYL7', 'MYL4', 'TPM1', 'HSPB1', 'HSPA8')"
386,"('H19', 'MYL7', 'MYL4', 'TPM1', 'HSPB1', 'FTL')"
387,"('H19', 'MYL7', 'MYL4', 'TPM1', 'HSPB1', 'FTH1')"
388,"('H19', 'MYL7', 'MYL4', 'TPM1', 'HSPA8', 'FTL')"
389,"('H19', 'MYL7', 'MYL4', 'TPM1', 'HSPA8', 'FTH1')"
390,"('H19', 'MYL7', 'MYL4', 'TPM1', 'FTL', 'FTH1')"
391,"('H19', 'MYL7', 'MYL4', 'UBC', 'UBB', 'TIMP1')"
392,"('H19', 'MYL7', 'MYL4', 'UBC', 'UBB', 'HSPB1')"
393,"('H19', 'MYL7', 'MYL4', 'UBC', 'UBB', 'HSPA8')"
394,"('H19', 'MYL7', 'MYL4', 'UBC', 'UBB', 'FTL')"
395,"('H19', 'MYL7', 'MYL4', 'UBC', 'UBB', 'FTH1')"
396,"('H19', 'MYL7', 'MYL4', 'UBC', 'TIMP1', 'HSPB1')"
397,"('H19', 'MYL7', 'MYL4', 'UBC', 'TIMP1', 'HSPA8')"
398,"('H19', 'MYL7', 'MYL4', 'UBC', 'TIMP1', 'FTL')"
399,"('H19', 'MYL7', 'MYL4', 'UBC', 'TIMP1', 'FTH1')"
400,"('H19', 'MYL7', 'MYL4', 'UBC', 'HSPB1', 'HSPA8')"
401,"('H19', 'MYL7', 'MYL4', 'UBC', 'HSPB1', 'FTL')"
402,"('H19', 'MYL7', 'MYL4', 'UBC', 'HSPB1', 'FTH1')"
403,"('H19', 'MYL7', 'MYL4', 'UBC', 'HSPA8', 'FTL')"
404,"('H19', 'MYL7', 'MYL4', 'UBC', 'HSPA8', 'FTH1')"
405,"('H19', 'MYL7', 'MYL4', 'UBC', 'FTL', 'FTH1')"
406,"('H19', 'MYL7', 'MYL4', 'UBB', 'TIMP1', 'HSPB1')"
407,"('H19', 'MYL7', 'MYL4', 'UBB', 'TIMP1', 'HSPA8')"
408,"('H19', 'MYL7', 'MYL4', 'UBB', 'TIMP1', 'FTL')"
409,"('H19', 'MYL7', 'MYL4', 'UBB', 'TIMP1', 'FTH1')"
410,"('H19', 'MYL7', 'MYL4', 'UBB', 'HSPB1', 'HSPA8')"
411,"('H19', 'MYL7', 'MYL4', 'UBB', 'HSPB1', 'FTL')"
412,"('H19', 'MYL7', 'MYL4', 'UBB', 'HSPB1', 'FTH1')"
413,"('H19', 'MYL7', 'MYL4', 'UBB', 'HSPA8', 'FTL')"
414,"('H19', 'MYL7', 'MYL4', 'UBB', 'HSPA8', 'FTH1')"
415,"('H19', 'MYL7', 'MYL4', 'UBB', 'FTL', 'FTH1')"
416,"('H19', 'MYL7', 'MYL4', 'TIMP1', 'HSPB1', 'HSPA8')"
417,"('H19', 'MYL7', 'MYL4', 'TIMP1', 'HSPB1', 'FTL')"
418,"('H19', 'MYL7', 'MYL4', 'TIMP1', 'HSPB1', 'FTH1')"
419,"('H19', 'MYL7', 'MYL4', 'TIMP1', 'HSPA8', 'FTL')"
420,"('H19', 'MYL7', 'MYL4', 'TIMP1', 'HSPA8', 'FTH1')"
421,"('H19', 'MYL7', 'MYL4', 'TIMP1', 'FTL', 'FTH1')"
422,"('H19', 'MYL7', 'MYL4', 'HSPB1', 'HSPA8', 'FTL')"
423,"('H19', 'MYL7', 'MYL4', 'HSPB1', 'HSPA8', 'FTH1')"
424,"('H19', 'MYL7', 'MYL4', 'HSPB1', 'FTL', 'FTH1')"
425,"('H19', 'MYL7', 'MYL4', 'HSPA8', 'FTL', 'FTH1')"
426,"('H19', 'MYL7', 'TPM1', 'UBC', 'UBB', 'TIMP1')"
427,"('H19', 'MYL7', 'TPM1', 'UBC', 'UBB', 'HSPB1')"
428,"('H19', 'MYL7', 'TPM1', 'UBC', 'UBB', 'HSPA8')"
429,"('H19', 'MYL7', 'TPM1', 'UBC', 'UBB', 'FTL')"
430,"('H19', 'MYL7', 'TPM1', 'UBC', 'UBB', 'FTH1')"
431,"('H19', 'MYL7', 'TPM1', 'UBC', 'TIMP1', 'HSPB1')"
432,"('H19', 'MYL7', 'TPM1', 'UBC', 'TIMP1', 'HSPA8')"
433,"('H19', 'MYL7', 'TPM1', 'UBC', 'TIMP1', 'FTL')"
434,"('H19', 'MYL7', 'TPM1', 'UBC', 'TIMP1', 'FTH1')"
435,"('H19', 'MYL7', 'TPM1', 'UBC', 'HSPB1', 'HSPA8')"
436,"('H19', 'MYL7', 'TPM1', 'UBC', 'HSPB1', 'FTL')"
437,"('H19', 'MYL7', 'TPM1', 'UBC', 'HSPB1', 'FTH1')"
438,"('H19', 'MYL7', 'TPM1', 'UBC', 'HSPA8', 'FTL')"
439,"('H19', 'MYL7', 'TPM1', 'UBC', 'HSPA8', 'FTH1')"
440,"('H19', 'MYL7', 'TPM1', 'UBC', 'FTL', 'FTH1')"
441,"('H19', 'MYL7', 'TPM1', 'UBB', 'TIMP1', 'HSPB1')"
442,"('H19', 'MYL7', 'TPM1', 'UBB', 'TIMP1', 'HSPA8')"
443,"('H19', 'MYL7', 'TPM1', 'UBB', 'TIMP1', 'FTL')"
444,"('H19', 'MYL7', 'TPM1', 'UBB', 'TIMP1', 'FTH1')"
445,"('H19', 'MYL7', 'TPM1', 'UBB', 'HSPB1', 'HSPA8')"
446,"('H19', 'MYL7', 'TPM1', 'UBB', 'HSPB1', 'FTL')"
447,"('H19', 'MYL7', 'TPM1', 'UBB', 'HSPB1', 'FTH1')"
448,"('H19', 'MYL7', 'TPM1', 'UBB', 'HSPA8', 'FTL')"
449,"('H19', 'MYL7', 'TPM1', 'UBB', 'HSPA8', 'FTH1')"
450,"('H19', 'MYL7', 'TPM1', 'UBB', 'FTL', 'FTH1')"
451,"('H19', 'MYL7', 'TPM1', 'TIMP1', 'HSPB1', 'HSPA8')"
452,"('H19', 'MYL7', 'TPM1', 'TIMP1', 'HSPB1', 'FTL')"
453,"('H19', 'MYL7', 'TPM1', 'TIMP1', 'HSPB1', 'FTH1')"
454,"('H19', 'MYL7', 'TPM1', 'TIMP1', 'HSPA8', 'FTL')"
455,"('H19', 'MYL7', 'TPM1', 'TIMP1', 'HSPA8', 'FTH1')"
456,"('H19', 'MYL7', 'TPM1', 'TIMP1', 'FTL', 'FTH1')"
457,"('H19', 'MYL7', 'TPM1', 'HSPB1', 'HSPA8', 'FTL')"
458,"('H19', 'MYL7', 'TPM1', 'HSPB1', 'HSPA8', 'FTH1')"
459,"('H19', 'MYL7', 'TPM1', 'HSPB1', 'FTL', 'FTH1')"
460,"('H19', 'MYL7', 'TPM1', 'HSPA8', 'FTL', 'FTH1')"
461,"('H19', 'MYL7', 'UBC', 'UBB', 'TIMP1', 'HSPB1')"
462,"('H19', 'MYL7', 'UBC', 'UBB', 'TIMP1', 'HSPA8')"
463,"('H19', 'MYL7', 'UBC', 'UBB', 'TIMP1', 'FTL')"
464,"('H19', 'MYL7', 'UBC', 'UBB', 'TIMP1', 'FTH1')"
465,"('H19', 'MYL7', 'UBC', 'UBB', 'HSPB1', 'HSPA8')"
466,"('H19', 'MYL7', 'UBC', 'UBB', 'HSPB1', 'FTL')"
467,"('H19', 'MYL7', 'UBC', 'UBB', 'HSPB1', 'FTH1')"
468,"('H19', 'MYL7', 'UBC', 'UBB', 'HSPA8', 'FTL')"
469,"('H19', 'MYL7', 'UBC', 'UBB', 'HSPA8', 'FTH1')"
470,"('H19', 'MYL7', 'UBC', 'UBB', 'FTL', 'FTH1')"
471,"('H19', 'MYL7', 'UBC', 'TIMP1', 'HSPB1', 'HSPA8')"
472,"('H19', 'MYL7', 'UBC', 'TIMP1', 'HSPB1', 'FTL')"
473,"('H19', 'MYL7', 'UBC', 'TIMP1', 'HSPB1', 'FTH1')"
474,"('H19', 'MYL7', 'UBC', 'TIMP1', 'HSPA8', 'FTL')"
475,"('H19', 'MYL7', 'UBC', 'TIMP1', 'HSPA8', 'FTH1')"
476,"('H19', 'MYL7', 'UBC', 'TIMP1', 'FTL', 'FTH1')"
477,"('H19', 'MYL7', 'UBC', 'HSPB1', 'HSPA8', 'FTL')"
478,"('H19', 'MYL7', 'UBC', 'HSPB1', 'HSPA8', 'FTH1')"
479,"('H19', 'MYL7', 'UBC', 'HSPB1', 'FTL', 'FTH1')"
480,"('H19', 'MYL7', 'UBC', 'HSPA8', 'FTL', 'FTH1')"
481,"('H19', 'MYL7', 'UBB', 'TIMP1', 'HSPB1', 'HSPA8')"
482,"('H19', 'MYL7', 'UBB', 'TIMP1', 'HSPB1', 'FTL')"
483,"('H19', 'MYL7', 'UBB', 'TIMP1', 'HSPB1', 'FTH1')"
484,"('H19', 'MYL7', 'UBB', 'TIMP1', 'HSPA8', 'FTL')"
485,"('H19', 'MYL7', 'UBB', 'TIMP1', 'HSPA8', 'FTH1')"
486,"('H19', 'MYL7', 'UBB', 'TIMP1', 'FTL', 'FTH1')"
487,"('H19', 'MYL7', 'UBB', 'HSPB1', 'HSPA8', 'FTL')"
488,"('H19', 'MYL7', 'UBB', 'HSPB1', 'HSPA8', 'FTH1')"
489,"('H19', 'MYL7', 'UBB', 'HSPB1', 'FTL', 'FTH1')"
490,"('H19', 'MYL7', 'UBB', 'HSPA8', 'FTL', 'FTH1')"
491,"('H19', 'MYL7', 'TIMP1', 'HSPB1', 'HSPA8', 'FTL')"
492,"('H19', 'MYL7', 'TIMP1', 'HSPB1', 'HSPA8', 'FTH1')"
493,"('H19', 'MYL7', 'TIMP1', 'HSPB1', 'FTL', 'FTH1')"
494,"('H19', 'MYL7', 'TIMP1', 'HSPA8', 'FTL', 'FTH1')"
495,"('H19', 'MYL7', 'HSPB1', 'HSPA8', 'FTL', 'FTH1')"
496,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'TPM1')"
497,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'UBC')"
498,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'UBB')"
499,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'TIMP1')"
500,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'HSPB1')"
501,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'HSPA8')"
502,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'FTL')"
503,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'MYL4', 'FTH1')"
504,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'UBC')"
505,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'UBB')"
506,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'TIMP1')"
507,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'HSPB1')"
508,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'HSPA8')"
509,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'FTL')"
510,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TPM1', 'FTH1')"
511,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBC', 'UBB')"
512,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBC', 'TIMP1')"
513,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBC', 'HSPB1')"
514,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBC', 'HSPA8')"
515,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBC', 'FTL')"
516,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBC', 'FTH1')"
517,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBB', 'TIMP1')"
518,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBB', 'HSPB1')"
519,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBB', 'HSPA8')"
520,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBB', 'FTL')"
521,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'UBB', 'FTH1')"
522,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TIMP1', 'HSPB1')"
523,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TIMP1', 'HSPA8')"
524,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TIMP1', 'FTL')"
525,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'TIMP1', 'FTH1')"
526,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'HSPB1', 'HSPA8')"
527,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'HSPB1', 'FTL')"
528,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'HSPB1', 'FTH1')"
529,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'HSPA8', 'FTL')"
530,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'HSPA8', 'FTH1')"
531,"('H19', 'NPPB', 'MYL9', 'TNNC1', 'FTL', 'FTH1')"
532,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'UBC')"
533,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'UBB')"
534,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'TIMP1')"
535,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'HSPB1')"
536,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'HSPA8')"
537,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'FTL')"
538,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TPM1', 'FTH1')"
539,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBC', 'UBB')"
540,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBC', 'TIMP1')"
541,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBC', 'HSPB1')"
542,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBC', 'HSPA8')"
543,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBC', 'FTL')"
544,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBC', 'FTH1')"
545,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBB', 'TIMP1')"
546,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBB', 'HSPB1')"
547,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBB', 'HSPA8')"
548,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBB', 'FTL')"
549,"('H19', 'NPPB', 'MYL9', 'MYL4', 'UBB', 'FTH1')"
550,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TIMP1', 'HSPB1')"
551,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TIMP1', 'HSPA8')"
552,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TIMP1', 'FTL')"
553,"('H19', 'NPPB', 'MYL9', 'MYL4', 'TIMP1', 'FTH1')"
554,"('H19', 'NPPB', 'MYL9', 'MYL4', 'HSPB1', 'HSPA8')"
555,"('H19', 'NPPB', 'MYL9', 'MYL4', 'HSPB1', 'FTL')"
556,"('H19', 'NPPB', 'MYL9', 'MYL4', 'HSPB1', 'FTH1')"
557,"('H19', 'NPPB', 'MYL9', 'MYL4', 'HSPA8', 'FTL')"
558,"('H19', 'NPPB', 'MYL9', 'MYL4', 'HSPA8', 'FTH1')"
559,"('H19', 'NPPB', 'MYL9', 'MYL4', 'FTL', 'FTH1')"
560,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBC', 'UBB')"
561,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBC', 'TIMP1')"
562,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBC', 'HSPB1')"
563,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBC', 'HSPA8')"
564,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBC', 'FTL')"
565,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBC', 'FTH1')"
566,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBB', 'TIMP1')"
567,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBB', 'HSPB1')"
568,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBB', 'HSPA8')"
569,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBB', 'FTL')"
570,"('H19', 'NPPB', 'MYL9', 'TPM1', 'UBB', 'FTH1')"
571,"('H19', 'NPPB', 'MYL9', 'TPM1', 'TIMP1', 'HSPB1')"
572,"('H19', 'NPPB', 'MYL9', 'TPM1', 'TIMP1', 'HSPA8')"
573,"('H19', 'NPPB', 'MYL9', 'TPM1', 'TIMP1', 'FTL')"
574,"('H19', 'NPPB', 'MYL9', 'TPM1', 'TIMP1', 'FTH1')"
575,"('H19', 'NPPB', 'MYL9', 'TPM1', 'HSPB1', 'HSPA8')"
576,"('H19', 'NPPB', 'MYL9', 'TPM1', 'HSPB1', 'FTL')"
577,"('H19', 'NPPB', 'MYL9', 'TPM1', 'HSPB1', 'FTH1')"
578,"('H19', 'NPPB', 'MYL9', 'TPM1', 'HSPA8', 'FTL')"
579,"('H19', 'NPPB', 'MYL9', 'TPM1', 'HSPA8', 'FTH1')"
580,"('H19', 'NPPB', 'MYL9', 'TPM1', 'FTL', 'FTH1')"
581,"('H19', 'NPPB', 'MYL9', 'UBC', 'UBB', 'TIMP1')"
582,"('H19', 'NPPB', 'MYL9', 'UBC', 'UBB', 'HSPB1')"
583,"('H19', 'NPPB', 'MYL9', 'UBC', 'UBB', 'HSPA8')"
584,"('H19', 'NPPB', 'MYL9', 'UBC', 'UBB', 'FTL')"
585,"('H19', 'NPPB', 'MYL9', 'UBC', 'UBB', 'FTH1')"
586,"('H19', 'NPPB', 'MYL9', 'UBC', 'TIMP1', 'HSPB1')"
587,"('H19', 'NPPB', 'MYL9', 'UBC', 'TIMP1', 'HSPA8')"
588,"('H19', 'NPPB', 'MYL9', 'UBC', 'TIMP1', 'FTL')"
589,"('H19', 'NPPB', 'MYL9', 'UBC', 'TIMP1', 'FTH1')"
590,"('H19', 'NPPB', 'MYL9', 'UBC', 'HSPB1', 'HSPA8')"
591,"('H19', 'NPPB', 'MYL9', 'UBC', 'HSPB1', 'FTL')"
592,"('H19', 'NPPB', 'MYL9', 'UBC', 'HSPB1', 'FTH1')"
593,"('H19', 'NPPB', 'MYL9', 'UBC', 'HSPA8', 'FTL')"
594,"('H19', 'NPPB', 'MYL9', 'UBC', 'HSPA8', 'FTH1')"
595,"('H19', 'NPPB', 'MYL9', 'UBC', 'FTL', 'FTH1')"
596,"('H19', 'NPPB', 'MYL9', 'UBB', 'TIMP1', 'HSPB1')"
597,"('H19', 'NPPB', 'MYL9', 'UBB', 'TIMP1', 'HSPA8')"
598,"('H19', 'NPPB', 'MYL9', 'UBB', 'TIMP1', 'FTL')"
599,"('H19', 'NPPB', 'MYL9', 'UBB', 'TIMP1', 'FTH1')"
600,"('H19', 'NPPB', 'MYL9', 'UBB', 'HSPB1', 'HSPA8')"
601,"('H19', 'NPPB', 'MYL9', 'UBB', 'HSPB1', 'FTL')"
602,"('H19', 'NPPB', 'MYL9', 'UBB', 'HSPB1', 'FTH1')"
603,"('H19', 'NPPB', 'MYL9', 'UBB', 'HSPA8', 'FTL')"
604,"('H19', 'NPPB', 'MYL9', 'UBB', 'HSPA8', 'FTH1')"
605,"('H19', 'NPPB', 'MYL9', 'UBB', 'FTL', 'FTH1')"
606,"('H19', 'NPPB', 'MYL9', 'TIMP1', 'HSPB1', 'HSPA8')"
607,"('H19', 'NPPB', 'MYL9', 'TIMP1', 'HSPB1', 'FTL')"
608,"('H19', 'NPPB', 'MYL9', 'TIMP1', 'HSPB1', 'FTH1')"
609,"('H19', 'NPPB', 'MYL9', 'TIMP1', 'HSPA8', 'FTL')"
610,"('H19', 'NPPB', 'MYL9', 'TIMP1', 'HSPA8', 'FTH1')"
611,"('H19', 'NPPB', 'MYL9', 'TIMP1', 'FTL', 'FTH1')"
612,"('H19', 'NPPB', 'MYL9', 'HSPB1', 'HSPA8', 'FTL')"
613,"('H19', 'NPPB', 'MYL9', 'HSPB1', 'HSPA8', 'FTH1')"
614,"('H19', 'NPPB', 'MYL9', 'HSPB1', 'FTL', 'FTH1')"
615,"('H19', 'NPPB', 'MYL9', 'HSPA8', 'FTL', 'FTH1')"
616,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'UBC')"
617,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'UBB')"
618,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'TIMP1')"
619,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'HSPB1')"
620,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'HSPA8')"
621,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'FTL')"
622,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'TPM1', 'FTH1')"
623,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBC', 'UBB')"
624,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBC', 'TIMP1')"
625,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBC', 'HSPB1')"
626,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBC', 'HSPA8')"
627,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBC', 'FTL')"
628,"('H19', 'NPPB', 'TNNC1', 'MYL4', 'UBC', 'FTH1')"
